bookId-chunkNo	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34
pg4327-10	0.0079	0.4747	0.0426	0.0445	0.0307	0.0298	0.035	0.0518	0.0273	0.0022	0.0076	0.0074	0.0026	0.104	0.1846	0.0156	0.5556	0.2222	0.2222	0.4886	0.1335	0.8742	-0.0074	0.0115	-0.0039	-0.0063	-0.0079	-0.0051	0.0078	-0.0063	0.0114	0.0061	0.1607	0.2632	0
pg18022-4	0.0175	0.262	0.1764	0.0555	0.0216	0.0286	0.0389	0.0761	0.036	0.0011	0.0022	0.0073	0.0031	0.1256	0.0555	0.0333	0.2222	0.2593	0.5185	0.6402	-0.0993	-0.7067	0.0147	-0.0059	-0.001	0.0119	-0.0038	-0.0038	0.0001	0.006	-0.01	-0.0083	0.3865	0.3158	0
pg14669-7	0.0208	0.1686	0.2013	0.0875	0.0228	0.0243	0.0281	0.0505	0.0511	0.0012	0.0027	0.0102	0.0054	0.0927	-0.0873	0.0418	0.4706	0.2059	0.3235	0.7125	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3024	0.4474	0
pg14669-6	0.0222	0.2814	0.1236	0.0843	0.0209	0.0256	0.0322	0.0466	0.0499	0.0012	0.003	0.0123	0.0049	0.0953	-0.0811	0.0427	0.3529	0.2647	0.3824	0.7021	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3145	0.3684	0
pg14669-9	0.0252	0.1877	0.2076	0.0881	0.0227	0.0314	0.0301	0.0474	0.0559	0.0006	0.0027	0.0114	0.0031	0.0922	-0.095	0.0501	0.4118	0.1765	0.4118	0.72	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3476	0.5	0
pg14669-8	0.0241	0.27	0.2003	0.0912	0.0251	0.0234	0.0317	0.0535	0.053	0.0006	0.0027	0.0113	0.0087	0.0998	-0.0958	0.0518	0.5294	0.1765	0.2941	0.7004	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3591	0.4211	0
pg48039-11	0.0074	0.1391	0.0493	0.0231	0.0114	0.0309	0.0446	0.065	0.0205	0.0007	0.0015	0.0074	0.0006	0.1192	0.4132	0.0186	0.5	0.2143	0.2857	0.4297	0.4879	0.4285	-0.0094	-0.0017	0.0073	-0.0059	0.0107	0.0034	-0.0039	0.0126	-0.0047	-0.0084	0.0327	0	0
pg48039-12	0.0083	0.2828	0.0741	0.0256	0.0138	0.0306	0.0437	0.0676	0.0269	0.0001	0.0031	0.0063	0.0011	0.1209	0.2346	0.0121	0.1429	0.5714	0.2857	0.488	0.4879	0.4285	-0.0094	-0.0017	0.0073	-0.0059	0.0107	0.0034	-0.0039	0.0126	-0.0047	-0.0084	0.0414	0.0789	0
pg48039-10	0.0083	0.1597	0.0486	0.0168	0.012	0.0287	0.0456	0.0693	0.0236	0.0003	0.0032	0.0063	0.0007	0.1247	0.3274	0.0132	0.3571	0.4286	0.2143	0.4633	0.4879	0.4285	-0.0094	-0.0017	0.0073	-0.0059	0.0107	0.0034	-0.0039	0.0126	-0.0047	-0.0084	0.0124	0	0
pg14669-1	0.0227	0.1845	0.1144	0.0838	0.0246	0.0259	0.035	0.0569	0.0447	0.0003	0.0044	0.0145	0.0052	0.1111	-0.0562	0.0443	0.3939	0.2121	0.3939	0.6833	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3551	0.4474	0
pg14669-3	0.0153	0.1875	0.2129	0.0778	0.0246	0.0253	0.0346	0.0545	0.0494	0.0004	0.002	0.0125	0.0041	0.104	-0.06	0.0307	0.6471	0.1765	0.1765	0.6583	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.2366	0.3947	0
pg14669-2	0.0221	0.1991	0.2081	0.0848	0.0257	0.0244	0.0326	0.0533	0.0493	0.0009	0.0019	0.0151	0.0044	0.1038	-0.076	0.0461	0.4706	0.1471	0.3824	0.6974	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3508	0.5263	0
pg14669-5	0.0191	0.2388	0.0914	0.0715	0.0248	0.0281	0.0319	0.051	0.055	0.001	0.0023	0.0116	0.0041	0.0978	-0.0908	0.0316	0.4118	0.1471	0.4412	0.7101	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.2231	0.2895	0
pg14669-4	0.0188	0.2321	0.1333	0.086	0.0243	0.0282	0.0311	0.0492	0.0506	0.0004	0.0028	0.0136	0.0035	0.0971	-0.061	0.0384	0.4118	0.2353	0.3529	0.6849	0.0143	0.7788	0.0013	-0.0036	-0.0091	-0.0069	0.0057	-0.0077	-0.0087	0.0109	0.0109	0.0074	0.3179	0.5	0
pg17141-10	0.0162	0.3024	0.1838	0.0806	0.0315	0.0228	0.0401	0.0371	0.0469	0.0012	0.0009	0.0177	0.0045	0.097	-0.0378	0.0294	0.4444	0.1111	0.4444	0.7035	-0.0431	0.6701	0.0082	-0.002	-0.0091	0	-0.0036	0.0132	0.0113	-0.0007	-0.0068	-0.0104	0.2081	0.2105	0
pg17141-14	0.018	0.2206	0.3371	0.0625	0.025	0.0263	0.0404	0.0442	0.0431	0.0002	0.0005	0.0149	0.0029	0.1002	-0.0169	0.0284	0.2963	0.2222	0.4815	0.6854	-0.0431	0.6701	0.0082	-0.002	-0.0091	0	-0.0036	0.0132	0.0113	-0.0007	-0.0068	-0.0104	0.2156	0.2368	0
pg17141-13	0.0159	0.349	0.1651	0.0761	0.0305	0.0231	0.0372	0.043	0.0455	0.0011	0.0014	0.0191	0.0026	0.1018	-0.0183	0.029	0.3704	0.2222	0.4074	0.6783	-0.0431	0.6701	0.0082	-0.002	-0.0091	0	-0.0036	0.0132	0.0113	-0.0007	-0.0068	-0.0104	0.2086	0.2105	0
pg17141-12	0.0161	0.3515	0.2805	0.0802	0.0353	0.0271	0.0411	0.0406	0.0436	0.0007	0.0009	0.0127	0.0027	0.096	-0.0113	0.0242	0.2593	0.1852	0.5556	0.6646	-0.0431	0.6701	0.0082	-0.002	-0.0091	0	-0.0036	0.0132	0.0113	-0.0007	-0.0068	-0.0104	0.2109	0.1842	0
pg17141-11	0.0154	0.4044	0.2341	0.0639	0.0365	0.0255	0.0405	0.0429	0.0457	0.0008	0.0006	0.0171	0.0027	0.1019	-0.0183	0.026	0.4815	0.2593	0.2593	0.6614	-0.0431	0.6701	0.0082	-0.002	-0.0091	0	-0.0036	0.0132	0.0113	-0.0007	-0.0068	-0.0104	0.1922	0.2105	0
pg39940-4	0.0237	0.3625	0.0363	0.0668	0.0132	0.023	0.0306	0.0491	0.0486	0.0018	0.0073	0.0125	0.0043	0.1013	-0.049	0.0541	0.4848	0.2424	0.2727	0.7303	-0.0912	-0.6242	0.0039	-0.0052	-0.0065	0.0124	-0.0019	-0.009	-0.0087	-0.0028	0.0131	0.0045	0.4926	0.4211	0
pg39940-3	0.0267	0.3482	0.027	0.0715	0.0138	0.0231	0.0285	0.0505	0.0485	0.001	0.0098	0.0124	0.0056	0.1022	-0.0631	0.0628	0.5758	0.1818	0.2424	0.7506	-0.0912	-0.6242	0.0039	-0.0052	-0.0065	0.0124	-0.0019	-0.009	-0.0087	-0.0028	0.0131	0.0045	0.5514	0.4737	0
pg39940-2	0.0329	0.3418	0.1055	0.0741	0.0169	0.0221	0.0263	0.0463	0.0498	0.0016	0.0139	0.0097	0.0048	0.0978	-0.0783	0.0632	0.5152	0.1515	0.3333	0.7316	-0.0912	-0.6242	0.0039	-0.0052	-0.0065	0.0124	-0.0019	-0.009	-0.0087	-0.0028	0.0131	0.0045	0.5218	0.5	0
pg39940-1	0.0283	0.3783	0.052	0.0694	0.0152	0.0235	0.0308	0.0507	0.0495	0.0018	0.0133	0.0117	0.0049	0.1083	-0.0631	0.0583	0.6364	0.2121	0.1515	0.7001	-0.0912	-0.6242	0.0039	-0.0052	-0.0065	0.0124	-0.0019	-0.009	-0.0087	-0.0028	0.0131	0.0045	0.4938	0.4474	0
pg42866-6	0.0162	0.2348	0.0058	0.0216	0.0129	0.0306	0.0361	0.0717	0.031	0.0014	0.0013	0.0167	0.0002	0.1272	0.1708	0.0083	0.3684	0.3684	0.2632	0.5429	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.016	0.0263	0
pg42866-7	0.0161	0.1477	0.0358	0.0236	0.013	0.0305	0.0371	0.0716	0.0307	0.0011	0.0025	0.0154	0.0004	0.1278	0.1699	0.0112	0.2105	0.2632	0.5263	0.5299	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.0366	0	0
pg42866-4	0.0137	0.1735	0.0347	0.0205	0.0112	0.0308	0.0373	0.0697	0.0282	0.0006	0.0018	0.0168	0.0002	0.1262	0.2244	0.0094	0.4211	0.3684	0.2105	0.5103	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.0176	0.0263	0
pg42866-5	0.0153	0.1125	0.0156	0.0184	0.0136	0.0277	0.038	0.0692	0.031	0.0003	0.0011	0.0188	0.0002	0.1274	0.1742	0.0054	0.2222	0.5	0.2778	0.5352	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.0161	0	0
pg42866-2	0.0117	0.3024	0.0244	0.0279	0.0131	0.03	0.0436	0.0763	0.0276	0.0013	0.0029	0.0188	0.0008	0.1429	0.2285	0.009	0.3684	0.2105	0.4211	0.5349	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.0035	0	0
pg42866-3	0.0125	0.1633	0.0179	0.0235	0.0157	0.0244	0.043	0.0711	0.031	0.0015	0.0027	0.0146	0.0007	0.1329	0.1625	0.0099	0.3684	0.3684	0.2632	0.5534	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.0377	0.0789	0
pg19108-3	0.0118	0.2028	0.2099	0.0978	0.0156	0.0258	0.0353	0.0649	0.0429	0.0005	0.0042	0.0113	0.0037	0.1162	-0.0134	0.0275	0.36	0.16	0.48	0.742	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.2365	0.3421	0
pg33556-13	0.0155	0.2962	0.0257	0.0852	0.0198	0.0217	0.0343	0.0744	0.03	0.0005	0.0133	0.0129	0.0058	0.1354	0.0535	0.037	0.2857	0.2381	0.4762	0.6558	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.3896	0.2368	0
pg19108-4	0.0111	0.2226	0.1898	0.0691	0.0194	0.0257	0.0381	0.0635	0.0421	0.0005	0.0045	0.0114	0.0021	0.118	0.0052	0.0208	0.48	0.2	0.32	0.7005	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.1991	0.3158	0
pg33556-14	0.0146	0.2008	0.1182	0.07	0.0256	0.0225	0.0349	0.0729	0.032	0.0009	0.0113	0.0101	0.0035	0.1301	0.0586	0.0337	0.0476	0.5714	0.381	0.6464	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.3769	0.3684	0
pg42866-1	0.0167	0.2	0.0625	0.0178	0.0142	0.0304	0.0487	0.0754	0.029	0.0016	0.0033	0.0148	0.0001	0.1438	0.2085	0.0138	0.2632	0.4737	0.2632	0.4772	0.2505	0.6683	-0.0066	-0.0092	-0.0069	0.0077	0.0154	-0.0015	-0.002	-0.0069	0.0001	0.0099	0.0171	0	0
pg19108-5	0.0142	0.218	0.2625	0.0759	0.0163	0.0278	0.0345	0.0681	0.0427	0.0002	0.0048	0.0101	0.0036	0.1177	-0.0055	0.0298	0.4583	0.1667	0.375	0.7185	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.2845	0.3158	0
pg33556-15	0.015	0.2997	0.0636	0.0656	0.0225	0.0242	0.0311	0.0697	0.0269	0.001	0.0102	0.0141	0.0041	0.1261	0.1291	0.0341	0.4762	0.2381	0.2857	0.5665	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.3853	0.2368	0
pg19108-6	0.0136	0.27	0.1793	0.0752	0.0185	0.0274	0.0314	0.0642	0.0422	0.0006	0.0033	0.0084	0.0027	0.1079	-0.0002	0.0228	0.32	0.2	0.48	0.708	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.1875	0.2105	0
pg31936-1	0.0168	0.1013	0.0027	0.0222	0.0153	0.0323	0.0426	0.0747	0.0264	0.0007	0.0048	0.0126	0.0001	0.1354	0.2635	0.0066	0.1053	0.5263	0.3684	0.4471	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.015	0	0
pg33556-16	0.0163	0.2646	0.0054	0.0692	0.023	0.0243	0.0332	0.0694	0.0293	0.0008	0.01	0.0087	0.0055	0.1221	0.0715	0.0378	0.2381	0.4286	0.3333	0.6523	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.4663	0.3947	0
pg19108-7	0.013	0.1884	0.2774	0.07	0.0266	0.0288	0.033	0.0665	0.0366	0.0005	0.0038	0.0105	0.0026	0.1143	0.0515	0.0225	0.44	0.24	0.32	0.6539	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.242	0.2632	0
pg31936-2	0.0205	0.1317	0	0.0174	0.0107	0.0401	0.0381	0.0676	0.0332	0.0004	0.0022	0.0098	0.0001	0.1181	0.1393	0.0062	0.1053	0.5263	0.3684	0.4848	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.021	0	0
pg33556-17	0.0161	0.2015	0.063	0.0814	0.0233	0.0241	0.0345	0.0687	0.0306	0.001	0.0098	0.0111	0.0082	0.1251	0.0279	0.0323	0.2381	0.1905	0.5714	0.6817	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.3558	0.2632	0
pg19108-8	0.0093	0.1185	0.284	0.0605	0.0205	0.0274	0.0403	0.0677	0.0354	0.0006	0.0057	0.0097	0.0026	0.124	0.0782	0.0134	0.36	0.2	0.44	0.6632	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.1316	0.1316	0
pg31936-3	0.0206	0.1576	0	0.0186	0.0144	0.0317	0.0358	0.0701	0.0338	0.0015	0.003	0.0093	0.0006	0.1197	0.1277	0.0066	0.2632	0.5789	0.1579	0.4986	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.0117	0.0263	0
pg33556-18	0.0179	0.3031	0.0464	0.074	0.023	0.0236	0.0324	0.0727	0.0316	0.0006	0.0103	0.009	0.0077	0.125	0.036	0.0433	0.4286	0.1905	0.381	0.6586	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.4798	0.5526	0
pg19108-9	0.011	0.231	0.1986	0.0534	0.0176	0.0288	0.0375	0.0722	0.0351	0.0007	0.0038	0.0101	0.0026	0.1243	0.0628	0.0163	0.4	0.32	0.28	0.7012	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.165	0.1842	0
pg31936-4	0.0237	0.1698	0.0629	0.0168	0.015	0.0346	0.0326	0.0646	0.0355	0.0007	0.002	0.0105	0	0.1104	0.1087	0.0044	0.3684	0.5263	0.1053	0.4995	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.0197	0	0
pg33556-19	0.0159	0.2442	0.1287	0.0716	0.0179	0.0252	0.0368	0.0719	0.0294	0.0003	0.01	0.0117	0.0083	0.1306	0.0638	0.037	0.381	0.1905	0.4286	0.6541	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.4082	0.4211	0
pg31936-5	0.0177	0.3831	0.0498	0.0298	0.0164	0.0292	0.0355	0.0659	0.0312	0.0009	0.0056	0.0096	0.0025	0.1175	0.1305	0.0143	0.2632	0.3684	0.3684	0.5378	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.1003	0.1053	0
pg31936-6	0.0206	0.2055	0.0226	0.0243	0.0156	0.0319	0.0345	0.0629	0.0338	0.0015	0.0038	0.0114	0.0014	0.1141	0.11	0.0061	0.2105	0.4737	0.3158	0.536	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.0141	0	0
pg31936-7	0.0226	0.0435	0.0072	0.0151	0.0075	0.0338	0.0352	0.0718	0.0364	0.0002	0.0015	0.011	0	0.1196	0.0987	0.0049	0.3684	0.4737	0.1579	0.5106	0.2872	0.3891	-0.005	-0.0075	-0.0104	-0.0041	0.0114	-0.0033	0.0079	0.0012	-0.0039	0.0136	0.0045	0	0
pg33556-10	0.0189	0.2578	0.0042	0.0725	0.0237	0.0257	0.0325	0.0793	0.0334	0.0006	0.0091	0.0133	0.0051	0.1348	0.0342	0.0434	0.5238	0.0952	0.381	0.6773	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.4965	0.3684	0
pg33556-11	0.0134	0.2653	0.0479	0.0786	0.0258	0.0279	0.0374	0.0765	0.0329	0.0005	0.0101	0.0079	0.0036	0.1324	0.0597	0.0277	0.381	0.3333	0.2857	0.6634	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.3098	0.3684	0
pg33556-12	0.0183	0.2671	0.0269	0.0737	0.0229	0.0243	0.0317	0.0753	0.0357	0.0008	0.0111	0.013	0.0061	0.1319	0.0175	0.0429	0.381	0.2857	0.3333	0.675	0.1576	0.9248	-0.0061	-0.0107	-0.001	0.0128	0.0126	-0.0017	0.004	-0.0027	-0.0096	0.0022	0.4548	0.4474	0
pg4514-10	0.0165	0.2492	0.3859	0.0722	0.0273	0.0268	0.0315	0.0623	0.0338	0.0009	0.0053	0.0148	0.0057	0.1148	0.0333	0.0286	0.25	0.3333	0.4167	0.6479	-0.0293	0.2892	0.0127	-0.0032	0.0015	0.0097	-0.0032	0.0082	-0.0117	-0.005	0.0007	-0.0097	0.2311	0.2632	0
pg4514-12	0.0155	0.2746	0.4169	0.0952	0.0358	0.026	0.0275	0.052	0.0437	0.0017	0.0063	0.0079	0.0126	0.0954	-0.0686	0.0238	0.24	0.12	0.64	0.7283	-0.0293	0.2892	0.0127	-0.0032	0.0015	0.0097	-0.0032	0.0082	-0.0117	-0.005	0.0007	-0.0097	0.1093	0.0789	0
pg4514-11	0.0152	0.2321	0.4047	0.0782	0.0377	0.0289	0.0312	0.0612	0.0326	0.0024	0.0057	0.0083	0.0042	0.1088	0.0597	0.0213	0.32	0.24	0.44	0.6146	-0.0293	0.2892	0.0127	-0.0032	0.0015	0.0097	-0.0032	0.0082	-0.0117	-0.005	0.0007	-0.0097	0.1662	0.1842	0
pg19108-1	0.0153	0.2865	0.1714	0.0911	0.0227	0.0242	0.0325	0.0585	0.0449	0.0008	0.0036	0.0105	0.0046	0.1059	-0.0251	0.0306	0.36	0.24	0.4	0.7318	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.26	0.3158	0
pg19108-2	0.0129	0.2764	0.1955	0.0789	0.0188	0.0273	0.0376	0.0641	0.0415	0.0012	0.0039	0.0111	0.0033	0.1179	0.006	0.0267	0.44	0.24	0.32	0.7132	0.0475	-0.2901	0.0142	-0.0046	-0.0027	-0.0058	0.002	0.0146	-0.0053	-0.0043	-0.0082	0.0002	0.2061	0.2105	0
pg19173-10	0.014	0.197	0.199	0.1032	0.0228	0.0237	0.0366	0.0514	0.0528	0.0001	0.0104	0.0128	0.0035	0.1114	-0.08	0.0306	0.4516	0.1935	0.3548	0.799	-0.1153	0.1405	-0.0021	0.014	0.0024	-0.0085	0.014	-0.0003	-0.0114	-0.0045	-0.0029	-0.0006	0.1866	0.3158	0
pg6517-6	0.0272	0.259	0.2877	0.0719	0.0223	0.0289	0.0254	0.0515	0.0491	0.0001	0.0028	0.0091	0.0061	0.0889	-0.0621	0.0438	0.4	0.1143	0.4857	0.6815	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.3879	0.2632	0
pg29323-9	0.0075	0.3085	0.1227	0.0381	0.0222	0.026	0.0445	0.0802	0.0206	0.0008	0.0086	0.0146	0.0018	0.1487	0.36	0.02	0.3571	0.1429	0.5	0.4291	0.0578	0.9712	0.0126	-0.0067	-0.0035	-0.0061	0.0018	0.0047	-0.0113	-0.0045	0.0004	0.0126	0.0435	0.0789	0
pg6517-5	0.0259	0.357	0.1507	0.0798	0.0244	0.0279	0.0271	0.0527	0.0521	0.0001	0.0037	0.006	0.0061	0.0896	-0.0667	0.042	0.4706	0.2647	0.2647	0.7352	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.352	0.3421	0
pg29323-8	0.0117	0.2986	0.1571	0.0451	0.0249	0.0242	0.0433	0.0851	0.0212	0.0008	0.0115	0.017	0.0049	0.1577	0.2681	0.0253	0.4286	0.2143	0.3571	0.5274	0.0578	0.9712	0.0126	-0.0067	-0.0035	-0.0061	0.0018	0.0047	-0.0113	-0.0045	0.0004	0.0126	0.3409	0.3421	0
pg6517-8	0.021	0.3277	0.2073	0.0744	0.0247	0.0288	0.0267	0.0485	0.0553	0.0002	0.0065	0.0063	0.0029	0.0883	-0.076	0.0277	0.5429	0.0286	0.4286	0.7476	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.2212	0.4474	0
pg29323-7	0.0124	0.3027	0.205	0.0541	0.0298	0.0236	0.0397	0.0825	0.0239	0.0008	0.0108	0.0097	0.0038	0.1435	0.2163	0.0259	0.2143	0.3571	0.4286	0.5147	0.0578	0.9712	0.0126	-0.0067	-0.0035	-0.0061	0.0018	0.0047	-0.0113	-0.0045	0.0004	0.0126	0.3576	0.2368	0
pg6517-7	0.0231	0.374	0.1326	0.0642	0.0195	0.0271	0.03	0.0489	0.0522	0.0001	0.0037	0.0069	0.0055	0.0896	-0.075	0.0314	0.2857	0.2571	0.4571	0.7211	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.2534	0.2368	0
pg6517-2	0.0236	0.2905	0.14	0.0727	0.0237	0.0276	0.0249	0.0591	0.0469	0	0.0025	0.0063	0.0053	0.0928	-0.0396	0.0335	0.5143	0.0857	0.4	0.7068	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.3123	0.3684	0
pg6517-1	0.0243	0.2734	0.1951	0.0682	0.0225	0.0259	0.0242	0.0592	0.0488	0.0002	0.0022	0.008	0.0059	0.0938	-0.0432	0.0374	0.4	0.1143	0.4857	0.6911	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.3403	0.2632	0
pg6517-4	0.0291	0.243	0.2956	0.0733	0.0238	0.0279	0.024	0.0521	0.0539	0	0.0013	0.0071	0.0049	0.0845	-0.0816	0.0407	0.5	0.2059	0.2941	0.7276	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.33	0.3947	0
pg6517-3	0.0269	0.2204	0.2942	0.0661	0.0233	0.0279	0.0279	0.0476	0.056	0	0.0013	0.0095	0.0049	0.0863	-0.0925	0.0389	0.4571	0.1714	0.3714	0.695	-0.0901	-0.2683	-0.0095	-0.0023	0.0136	0.0036	-0.0042	0.0117	-0.0026	-0.0021	0.0026	-0.0109	0.303	0.3158	0
pg35484-5	0.0186	0.3099	0.0867	0.083	0.0196	0.0349	0.0318	0.0475	0.0453	0.0023	0.0008	0.0131	0.0031	0.0955	-0.0277	0.0229	0.3871	0.1935	0.4194	0.7511	-0.1016	-0.2952	-0.0068	-0.0048	0.0061	-0.003	0.0108	-0.0048	-0.0107	-0.0027	0.0006	0.0153	0.2107	0.3684	0
pg35484-4	0.0201	0.1934	0.2058	0.0986	0.0219	0.0291	0.0334	0.0442	0.0451	0.002	0.0003	0.0133	0.0051	0.0932	-0.039	0.0294	0.4194	0.129	0.4516	0.7816	-0.1016	-0.2952	-0.0068	-0.0048	0.0061	-0.003	0.0108	-0.0048	-0.0107	-0.0027	0.0006	0.0153	0.2821	0.2632	0
pg35484-3	0.0216	0.2946	0.1107	0.0879	0.0187	0.0293	0.0357	0.0579	0.0441	0.0019	0.0002	0.0133	0.0041	0.109	-0.0284	0.0427	0.2581	0.1935	0.5484	0.8151	-0.1016	-0.2952	-0.0068	-0.0048	0.0061	-0.003	0.0108	-0.0048	-0.0107	-0.0027	0.0006	0.0153	0.4048	0.6579	0
pg35484-2	0.0228	0.2231	0.1323	0.0936	0.0198	0.0303	0.0369	0.0469	0.0445	0.0019	0.0004	0.013	0.0057	0.0991	-0.0507	0.0343	0.4194	0.1613	0.4194	0.7939	-0.1016	-0.2952	-0.0068	-0.0048	0.0061	-0.003	0.0108	-0.0048	-0.0107	-0.0027	0.0006	0.0153	0.3031	0.4211	0
pg35484-1	0.0198	0.2354	0.1278	0.0859	0.0182	0.0341	0.0349	0.0428	0.0425	0.0026	0	0.0139	0.0056	0.0942	-0.0322	0.0359	0.5161	0.1613	0.3226	0.7814	-0.1016	-0.2952	-0.0068	-0.0048	0.0061	-0.003	0.0108	-0.0048	-0.0107	-0.0027	0.0006	0.0153	0.3112	0.3421	0
